cls_type_id,code,parent_code,name,color
7,01.016.0077.0348,01.016.0077,КОНФЕТЫ ВЕСОВЫЕ ПО ОДНОЙ ЦЕНЕ КАТЕГОРИЯ 3,CCCCCC
7,01.016.0077.0542,01.016.0077,ОРЕХИ В ГЛАЗУРИ,CCCCCC
7,01.016.0077.0624,01.016.0077,ПОМАДНЫЕ НЕГЛАЗИРОВАННЫЕ КОНФЕТЫ,CCCCCC
7,01.016.0077.0829,01.016.0077,СУХОФРУКТЫ В ГЛАЗУРИ,CCCCCC
7,01.016.0078.0349,01.016.0078,КОНФЕТЫ В КОРОБКАХ2,CCCCCC
7,01.016.0113.0528,01.016.0113,НОВОГОДНИЕ ПОДАРКИ КОНДИТЕРСКИЕ2,CCCCCC
7,01.016.0143.0194,01.016.0143,"ДРУГИЕ ИРИСЫ, КАРАМЕЛЬ, ЛЕДЕНЦЫ, ДРАЖЕ",CCCCCC
7,01.016.0143.0219,01.016.0143,ЖЕВАТЕЛЬНОЕ ДАРАЖЕ,CCCCCC
7,01.016.0143.0220,01.016.0143,ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ДРУГИЕ,CCCCCC
7,01.016.0143.0221,01.016.0143,ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ПЛАСТИНКИ,CCCCCC
7,01.016.0143.0222,01.016.0143,ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ПОДУШЕЧКИ,CCCCCC
7,01.016.0168.0067,01.016.0168,ВЕСОВЫЕ СЛАДОСТИ,CCCCCC
7,01.016.0168.0174,01.016.0168,ДРАЖЕ,CCCCCC
7,01.016.0168.0216,01.016.0168,ДРУГОЙ ЗЕФИР,CCCCCC
7,01.016.0168.0239,01.016.0168,ЗЕФИР В ШОКОЛАДЕ,CCCCCC
7,01.016.0168.0240,01.016.0168,ЗЕФИР КЛАССИЧЕСКИЙ,CCCCCC
7,01.016.0168.0312,01.016.0168,КОЗИНАК,CCCCCC
7,01.016.0168.0413,01.016.0168,ЛЕДЕНЦЫ,CCCCCC
7,01.016.0168.0440,01.016.0168,МАРМЕЛАД ЖЕВАТЕЛЬНЫЙ,CCCCCC
7,01.016.0168.0441,01.016.0168,МАРМЕЛАД КЛАССИЧЕСКИЙ,CCCCCC
7,01.016.0168.0908,01.016.0168,ХАЛВА,CCCCCC
7,01.016.0217.0040,01.016.0217,БАТОНЧИКИ ДРУГИЕ,CCCCCC
7,01.016.0217.0041,01.016.0217,БАТОНЧИКИ ШОКОЛАДНЫЕ,CCCCCC
7,01.016.0217.0965,01.016.0217,ШОКОЛАДНЫЕ ПЛИТКИ БЕЛЫЕ,CCCCCC
7,01.016.0217.0946,01.016.0217,ШОКОЛАДНЫЕ ПЛИТКИ МОЛОЧНЫЕ,CCCCCC
7,01.016.0217.0947,01.016.0217,ШОКОЛАДНЫЕ ПЛИТКИ С ДОБАВКАМИ,CCCCCC
7,01.016.0217.0948,01.016.0217,ШОКОЛАДНЫЕ ПЛИТКИ ТЕМНЫЕ,CCCCCC
7,01.016.0217.0964,01.016.0217,ЯЙЦА ШОКОЛАДНЫЕ,CCCCCC
7,01.016.0218.0944,01.016.0218,ШОКОЛАДНАЯ ПАСТА2,CCCCCC
7,01.017.0028.0115,01.017.0028.0115,ВЫПЕЧКА,CCCCCC
7,01.017.0227.0001,01.017.0227,ГАРНИРЫ ИЗ КРУП,CCCCCC
7,01.017.0079.0351,01.017.0079,КОРЕЙСКИЕ БЛЮДА ГРИБНЫЕ,CCCCCC
7,01.017.0079.0352,01.017.0079,КОРЕЙСКИЕ БЛЮДА МЯСНЫЕ,CCCCCC
7,01.017.0079.0353,01.017.0079,КОРЕЙСКИЕ БЛЮДА ОВОЩНЫЕ,CCCCCC
7,01.017.0079.0354,01.017.0079,КОРЕЙСКИЕ БЛЮДА РЫБНЫЕ,CCCCCC
7,01.017.0079.0355,01.017.0079,КОРЕЙСКИЕ БЛЮДА СОЕВЫЕ,CCCCCC
7,01.017.0135.0622,01.017.0135,ПОЛУФАБРИКАТЫ ОВОЩИ,CCCCCC
7,01.017.0149.0670,01.017.0149,РАЗНОСОЛЫ ГРИБЫ,CCCCCC
7,01.017.0149.0671,01.017.0149,РАЗНОСОЛЫ ОВОЩИ,CCCCCC
7,01.017.0149.0672,01.017.0149,РАЗНОСОЛЫ ТРАВЫ,CCCCCC
7,01.017.0149.0673,01.017.0149,РАЗНОСОЛЫ ФРУКТЫ,CCCCCC
7,01.017.0149.0674,01.017.0149,РАЗНОСОЛЫ ЯГОДЫ,CCCCCC
7,01.017.0158.0708,01.017.0158,САЛАТЫ ИЗ МОРЕПРОДУКТОВ,CCCCCC
7,01.017.0158.0706,01.017.0158,САЛАТЫ МЯСНЫЕ,CCCCCC
7,01.017.0158.0707,01.017.0158,САЛАТЫ ОВОЩНЫЕ,CCCCCC
7,01.017.0206.0885,01.017.0206,ТУШЕНЫЕ БЛЮДА ОВОЩИ,CCCCCC
7,01.017.0226.0968,01.017.0226,ЯПОНСКИЕ БЛЮДА НАБОРЫ,CCCCCC
7,01.017.0226.0969,01.017.0226,ЯПОНСКИЕ БЛЮДА РОЛЛЫ,CCCCCC
7,01.017.0226.0970,01.017.0226,ЯПОНСКИЕ БЛЮДА СУШИ,CCCCCC
7,01.018.0092.0438,01.018.0092,"МАРГАРИН, САЛО, ЖИР",CCCCCC
7,01.018.0092.0446,01.018.0092,МАСЛО КОКОСОВОЕ,CCCCCC
7,01.018.0092.0786,01.018.0092,СПРЕДЫ,CCCCCC
7,01.018.0095.0450,01.018.0095.0450,МАСЛО СЛИВОЧНОЕ,CCCCCC
7,01.018.0095.0451,01.018.0095.0450,МАСЛО СЛИВОЧНОЕ В УПАКОВКЕ,CCCCCC
7,01.018.0095.0452,01.018.0095.0450,МАСЛО СЛИВОЧНОЕ ТОПЛЕНОЕ,CCCCCC
7,01.019.0036.0155,01.019.0036,ДЕСЕРТЫ ЖЕЛЕЙНЫЕ,CCCCCC
7,01.019.0036.0156,01.019.0036,ДЕСЕРТЫ МОЛОЧНЫЕ,CCCCCC
7,01.019.0036.0159,01.019.0036,ДЕСЕРТЫ ФРУКТОВЫЕ,CCCCCC
7,01.019.0038.0276,01.019.0038,ЙОГУРТЫ ДЕТСКИЕ,CCCCCC
7,01.019.0038.0295,01.019.0038,КАШИ ДЕТСКИЕ ЖИДКИЕ,CCCCCC
7,01.019.0038.0306,01.019.0038,КИСЛОМОЛОЧНАЯ ПРОДУКЦИЯ ДЕТСКАЯ,CCCCCC
7,01.019.0038.0313,01.019.0038,КОКТЕЙЛИ ДЕТСКИЕ,CCCCCC
7,01.019.0038.0469,01.019.0038,"МОЛОКО, СЛИВКИ ДЕТСКИЕ",CCCCCC
7,01.019.0038.0763,01.019.0038,СНЕКИ МОЛОЧНЫЕ,CCCCCC
7,01.019.0038.0856,01.019.0038,ТВОРОЖКИ ДЕТСКИЕ,CCCCCC
7,01.019.0039.0176,01.019.0039,ДРОЖЖИ СЫРЫЕ 1,CCCCCC
7,01.019.0055.0277,01.019.0055,ЙОГУРТЫ СТЕРИЛИЗОВАННЫЕ ВЯЗКИЕ,CCCCCC
7,01.019.0055.0278,01.019.0055,ЙОГУРТЫ СТЕРИЛИЗОВАННЫЕ ПИТЬЕВЫЕ,CCCCCC
7,01.019.0056.0279,01.019.0056,ЙОГУРТЫ ТЕРМОСТАТНЫЕ ВЯЗКИЕ,CCCCCC
7,01.019.0056.0280,01.019.0056,ЙОГУРТЫ ТЕРМОСТАТНЫЕ ПИТЬЕВЫЕ,CCCCCC
7,01.019.0061.0229,01.019.0061,ЗАКВАСКИ,CCCCCC
7,01.019.0061.0305,01.019.0061,КЕФИР,CCCCCC
7,01.019.0061.0617,01.019.0061,ПОДДЕРЖИВАЮЩИЕ ИММУНИТЕТ,CCCCCC
7,01.019.0061.0704,01.019.0061,"РЯЖЕНКА, ВАРЕНЕЦ",CCCCCC
7,01.019.0061.0757,01.019.0061,СМЕТАНА,CCCCCC
7,01.019.0061.0758,01.019.0061,СНЕЖОК,CCCCCC
7,01.019.0061.0853,01.019.0061,"ТАН, АЙРАН, КУМЫС, МАЦОНИ",CCCCCC
7,01.019.0098.0462,01.019.0098,МОЛОКО КОЗЬЕ ПАСТЕРИЗОВАННОЕ,CCCCCC
7,01.019.0098.0463,01.019.0098,МОЛОКО КОЗЬЕ СТЕРИЛИЗОВАННОЕ,CCCCCC
7,01.019.0098.0465,01.019.0098,МОЛОКО ПАСТЕРИЗОВАННОЕ,CCCCCC
7,01.019.0098.0470,01.019.0098,МОЛОКО СТЕРИЛИЗОВАННОЕ,CCCCCC
7,01.019.0098.0471,01.019.0098,МОЛОКО ТОПЛЕНОЕ ПАСТЕРИЗОВАННОЕ,CCCCCC
7,01.019.0098.0472,01.019.0098,МОЛОКО ТОПЛЕНОЕ СТЕРИЛИЗОВАННОЕ,CCCCCC
7,01.019.0098.0748,01.019.0098,СЛИВКИ ПАСТЕРИЗОВАННЫЕ,CCCCCC
7,01.019.0098.0750,01.019.0098,СЛИВКИ СТЕРИЛИЗОВАННЫЕ,CCCCCC
7,01.019.0099.0473,01.019.0099,МОЛОЧНЫЕ НАПИТКИ ВЫСОКОЙ ТЕМПЕРАТУРЫ ХРАНЕНИЯ,CCCCCC
7,01.019.0099.0474,01.019.0099,МОЛОЧНЫЕ НАПИТКИ НИЗКОЙ ТЕМПЕРАТУРЫ ХРАНЕНИЯ,CCCCCC
7,01.019.0151.0158,01.019.0151,"ДЕСЕРТЫ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",CCCCCC
7,01.019.0151.0523,01.019.0151,"НАПИТКИ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",CCCCCC
7,01.019.0151.0650,01.019.0151,"ПРОДУКТЫ ПРОЧИЕ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",CCCCCC
7,01.019.0201.0453,01.019.0201,МАССА ТВОРОЖНАЯ ЗАМОРОЖЕННАЯ,CCCCCC
7,01.019.0201.0834,01.019.0201,"СЫРКИ, МАССА ТВОРОЖНЫЕ ЗАМОРОЖЕННЫЕ",CCCCCC
7,01.019.0201.0835,01.019.0201,"СЫРКИ, МАССА ТВОРОЖНЫЕ ОХЛАЖДЕННЫЕ",CCCCCC
7,01.019.0201.0855,01.019.0201,ТВОРОГ,CCCCCC
7,01.019.0201.0857,01.019.0201,ТВОРОЖНЫЕ ДЕСЕРТЫ,CCCCCC
7,01.020.0018.0059,01.020.0018,"ВЕДРА, ВАННЫ, ПАКЕТЫ, ТОРТЫ2",CCCCCC
7,01.020.0223.0962,01.020.0223,"ЭСКИМО, СТАКАНЧИКИ, БРИКЕТЫ2",CCCCCC
7,01.021.0013.0045,01.021.0013,"БИСКВИТНЫЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ",CCCCCC
7,01.021.0013.0302,01.021.0013,КЕКСЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0013.0378,01.021.0013,КРУАССАНЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0013.0679,01.021.0013,РУЛЕТЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0017.0057,01.021.0017,ВАФЛИ ВЕСОВЫЕ,CCCCCC
7,01.021.0017.0056,01.021.0017,ВАФЛИ2,CCCCCC
7,01.021.0129.0376,01.021.0129,"КРЕКЕР, ГАЛЕТЫ",CCCCCC
7,01.021.0129.0580,01.021.0129,ПЕЧЕНЬЕ ВЕСОВОЕ,CCCCCC
7,01.021.0129.0582,01.021.0129,ПЕЧЕНЬЕ ЗАТЯЖНОЕ,CCCCCC
7,01.021.0129.0583,01.021.0129,ПЕЧЕНЬЕ ОВСЯНОЕ,CCCCCC
7,01.021.0129.0584,01.021.0129,ПЕЧЕНЬЕ ПЕСОЧНОЕ,CCCCCC
7,01.021.0129.0585,01.021.0129,ПЕЧЕНЬЕ САХАРНОЕ,CCCCCC
7,01.021.0129.0587,01.021.0129,ПЕЧЕНЬЕ СДОБНОЕ,CCCCCC
7,01.021.0129.0588,01.021.0129,ПЕЧЕНЬЕ СЛОЖНОЕ,CCCCCC
7,01.021.0147.0656,01.021.0147,ПРЯНИКИ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0194.0825,01.021.0194,СУХАРИКИ ПРОМ.ПРОИЗВОДСТВА,CCCCCC
7,01.021.0194.0833,01.021.0194,"СУШКИ, БАРАНКИ",CCCCCC
7,01.021.0203.0356,01.021.0203,КОРЖИ ДЛЯ ТОРТОВ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0204.0597,01.021.0204,ПИРОГИ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0204.0870,01.021.0204,ТОРТЫ БИСКВИТНЫЕ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.021.0204.0871,01.021.0204,ТОРТЫ ВАФЕЛЬНЫЕ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,CCCCCC
7,01.022.0108.0129,01.022.0108,ГОВЯДИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0134,01.022.0108,ГОВЯДИНА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0136,01.022.0108,ГОВЯДИНА ФАРШ ЗАМОРОЖЕННЫЙ,CCCCCC
7,01.022.0108.0207,01.022.0108,ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0209,01.022.0108,ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0212,01.022.0108,ДРУГОЕ МЯСО СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0213,01.022.0108,ДРУГОЕ МЯСО ТУШКИ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0720,01.022.0108,СВИНИНА В МАРИНАДЕ ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0108.0722,01.022.0108,СВИНИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0724,01.022.0108,СВИНИНА ПОЛУФАБРИКАТЫ МЕЛКОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0728,01.022.0108,СВИНИНА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0108.0730,01.022.0108,СВИНИНА ТУШКИ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0110.0181,01.022.0110,ДРУГАЯ ПТИЦА РАЗДЕЛКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0183,01.022.0110,ДРУГАЯ ПТИЦА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0110.0185,01.022.0110,ДРУГАЯ ПТИЦА ТУШКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0187,01.022.0110,ДРУГАЯ ПТИЦА ФАРШ ЗАМОРОЖЕННЫЙ,CCCCCC
7,01.022.0110.0266,01.022.0110,ИНДЕЙКА РАЗДЕЛКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0268,01.022.0110,ИНДЕЙКА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0110.0270,01.022.0110,ИНДЕЙКА ТУШКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0272,01.022.0110,ИНДЕЙКА ФАРШ ЗАМОРОЖЕННЫЙ,CCCCCC
7,01.022.0110.0398,01.022.0110,КУРЫ МЯСО В МАРИНАДЕ ЗАМОРОЖЕННОЕ,CCCCCC
7,01.022.0110.0401,01.022.0110,КУРЫ РАЗДЕЛКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0403,01.022.0110,КУРЫ СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,CCCCCC
7,01.022.0110.0405,01.022.0110,КУРЫ ТУШКА ЗАМОРОЖЕННАЯ,CCCCCC
7,01.022.0110.0407,01.022.0110,КУРЫ ФАРШ ЗАМОРОЖЕННЫЙ,CCCCCC
7,01.023.0008.0654,01.023.0008,"ПРОЧЕЕ (НАБОРЫ, ОРИГИНАЛЬНЫЕ БУТЫЛКИ)",CCCCCC
7,01.023.0019.0062,01.023.0019,ВЕРМУТЫ И АПЕРИТИВЫ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0019.0063,01.023.0019,ВЕРМУТЫ И АПЕРИТИВЫ РОССИИ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0021.0079,01.023.0021,ВИНО ДАЛЬНЕГО ЗАРУБЕЖЬЯ ИГРИСТОЕ,CCCCCC
7,01.023.0021.0080,01.023.0021,ВИНО ДАЛЬНЕГО ЗАРУБЕЖЬЯ ИСКРИСТОЕ И ГАЗИРОВАНОЕ,CCCCCC
7,01.023.0021.0087,01.023.0021,ВИНО ИГРИСТОЕ АРОМАТИЗИРОВАНОЕ/ВКУСОВОЕ,CCCCCC
7,01.023.0021.0088,01.023.0021,ВИНО ИГРИСТОЕ ИМЕНОВАННОЕ,CCCCCC
7,01.023.0021.0089,01.023.0021,"ВИНО ИГРИСТОЕ ОРДИНАРНОЕ, ГАЗИРОВАНОЕ",CCCCCC
7,01.023.0021.0939,01.023.0021,ШАМПАНСКОЕ,CCCCCC
7,01.023.0022.0073,01.023.0022,ВИНО  БЕЗАЛКОГОЛЬНОЕ,CCCCCC
7,01.023.0022.0072,01.023.0022,ВИНО АРОМАТИЗИРОВАНОЕ,CCCCCC
7,01.023.0022.0074,01.023.0022,"ВИНО В УДОБНОЙ УПАКОВКЕ ДО 1,5Л",CCCCCC
7,01.023.0022.0075,01.023.0022,"ВИНО В УДОБНОЙ УПАКОВКЕ ДО 1,5Л (ДАЛЬНЕЕ ЗАРУБЕЖЬЕ)",CCCCCC
7,01.023.0022.0076,01.023.0022,ВИНО В УДОБНОЙ УПАКОВКЕ ОТ 2Л,CCCCCC
7,01.023.0022.0077,01.023.0022,ВИНО В УДОБНОЙ УПАКОВКЕ ОТ 2Л (ДАЛЬНЕЕ ЗАРУБЕЖЬЕ),CCCCCC
7,01.023.0022.0078,01.023.0022,ВИНО В УДОБНОЙ УПАКОВКЕ ПЛОДОВОЕ,CCCCCC
7,01.023.0022.0082,01.023.0022,"ВИНО ЕВРОПЫ  (ГЕРМАНИЯ, АВСТРИЯ)",CCCCCC
7,01.023.0022.0083,01.023.0022,"ВИНО ЕВРОПЫ  (ИСПАНИЯ, ПОРТУГАЛИЯ)",CCCCCC
7,01.023.0022.0084,01.023.0022,ВИНО ЕВРОПЫ  (ИТАЛИЯ),CCCCCC
7,01.023.0022.0086,01.023.0022,ВИНО ЕВРОПЫ  (ФРАНЦИЯ),CCCCCC
7,01.023.0022.0081,01.023.0022,"ВИНО ЕВРОПЫ (БОЛГАРИЯ, ВЕНГРИЯ)",CCCCCC
7,01.023.0022.0085,01.023.0022,ВИНО ЕВРОПЫ (ПРОЧИЕ),CCCCCC
7,01.023.0022.0092,01.023.0022,ВИНО НОВОГО СВЕТА  (АМЕРИКАНСКИЙ КОНТИНЕНТ),CCCCCC
7,01.023.0022.0093,01.023.0022,ВИНО НОВОГО СВЕТА  (ПРОЧИЕ),CCCCCC
7,01.023.0022.0094,01.023.0022,ВИНО ПЛОДОВОЕ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0022.0095,01.023.0022,ВИНО ПЛОДОВОЕ РОССИИ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0022.0099,01.023.0022,ВИНО СПЕЦИАЛЬНОЕ (КАГОР),CCCCCC
7,01.023.0022.0100,01.023.0022,"ВИНО СПЕЦИАЛЬНОЕ (ХЕРЕС, МАДЕРА, ПОРТВЕЙН)",CCCCCC
7,01.023.0022.0090,01.023.0022,ВИНО.  КАВКАЗА И ЗАКАВКАЗЬЯ,CCCCCC
7,01.023.0022.0091,01.023.0022,ВИНО. МОЛДОВЫ,CCCCCC
7,01.023.0022.0096,01.023.0022,ВИНО. РОССИИ,CCCCCC
7,01.023.0022.0097,01.023.0022,ВИНО. РОССИИ (КРЫМ),CCCCCC
7,01.023.0022.0098,01.023.0022,"ВИНО. РОССИИ (СПЕЦИАЛЬНОЕ ЭКОНОМ-СЕГМЕНТА, ВСЕ ТИПЫ ТАРЫ)",CCCCCC
7,01.023.0026.0110,01.023.0026,ВОДКА,CCCCCC
7,01.023.0026.0111,01.023.0026,ВОДКА И НАСТОЙКИ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0026.0112,01.023.0026,ВОДКА И НАСТОЙКИ КЛАССА ЛЮКС,CCCCCC
7,01.023.0026.0526,01.023.0026,НАСТОЙКИ ГОРЬКИЕ,CCCCCC
7,01.023.0026.0527,01.023.0026,"НАСТОЙКИ СЛАДКИЕ, НАЛИВКИ",CCCCCC
7,01.023.0085.0384,01.023.0085,КСН  ВИНОГРАДНЫЕ БРЕНДИ ВЫСОКОВЫДЕРЖАНЫЙ,CCCCCC
7,01.023.0085.0385,01.023.0085,КСН  ВИНОГРАДНЫЕ БРЕНДИ ДАЛЬНЕЕ ЗАРУБЕЖЬЕ,CCCCCC
7,01.023.0085.0386,01.023.0085,КСН  ВИНОГРАДНЫЕ БРЕНДИ КАВКАЗА И ЗАКАВКАЗЬЯ,CCCCCC
7,01.023.0085.0387,01.023.0085,КСН  ВИНОГРАДНЫЕ БРЕНДИ РОССИЙСКИЙ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,CCCCCC
7,01.023.0085.0388,01.023.0085,"КСН  ВИНОГРАДНЫЕ КОНЬЯК, АРМАНЬЯК",CCCCCC
7,01.023.0085.0391,01.023.0085,КСН  СОЛОДОВЫЕ ВИСКИ ОДНОСОЛОДОВЫЙ И ВЫСОКОВЫДЕРЖАНЫЙ,CCCCCC
7,01.023.0085.0392,01.023.0085,КСН  СОЛОДОВЫЕ ВИСКИ ОРДИНАРНЫЙ,CCCCCC
7,01.023.0085.0389,01.023.0085,"КСН ПРОЧЕЕ ДЖИН, РОМ, ТЕКИЛА",CCCCCC
7,01.023.0085.0390,01.023.0085,КСН ПРОЧЕЕ ДРУГИЕ НАПИТКИ,CCCCCC
7,01.023.0089.0417,01.023.0089,ЛИКЕРЫ ДЕСЕРТНЫЕ (АЛК 5-30%),CCCCCC
7,01.023.0089.0418,01.023.0089,ЛИКЕРЫ КРЕМЫ (АЛК 5-23%),CCCCCC
7,01.023.0089.0419,01.023.0089,"ЛИКЕРЫ КРЕПКИЕ (АЛК ОТ 35%), БИТТЕРЫ, БАЛЬЗАМЫ",CCCCCC
7,01.023.0089.0420,01.023.0089,ЛИКЕРЫ ПРОЧИЕ,CCCCCC
7,01.024.0023.0103,01.024.0023,ВОДА МИНЕРАЛЬНАЯ БЕЗ ГАЗА,CCCCCC
7,01.024.0023.0104,01.024.0023,ВОДА МИНЕРАЛЬНАЯ С ГАЗОМ,CCCCCC
7,01.024.0024.0105,01.024.0024,ВОДА СЛАДКАЯ ДРУГАЯ,CCCCCC
7,01.024.0024.0106,01.024.0024,ВОДА СЛАДКАЯ НА САХАРЕ,CCCCCC
7,01.024.0024.0107,01.024.0024,ВОДА СЛАДКАЯ НА САХАРОЗАМЕНИТЕЛЯХ,CCCCCC
7,01.024.0024.0869,01.024.0024,ВОДА СЛАДКАЯ НЕФАСОВАННАЯ,CCCCCC
7,01.024.0024.0161,01.024.0024,ДЕТСКОЕ ШАМПАНСКОЕ,CCCCCC
7,01.024.0024.0868,01.024.0024,ТОНИКИ,CCCCCC
7,01.024.0025.0108,01.024.0025,ВОДА СТОЛОВАЯ БЕЗ ГАЗА,CCCCCC
7,01.024.0025.0109,01.024.0025,ВОДА СТОЛОВАЯ С ГАЗОМ,CCCCCC
7,01.024.0102.0479,01.024.0102,МОРСЫ,CCCCCC
7,01.024.0102.0522,01.024.0102,НАПИТКИ КОМПОТЫ,CCCCCC
7,01.024.0172.0768,01.024.0172,СОКИ И НЕКТАРЫ В Ж/Б,CCCCCC
7,01.024.0172.0769,01.024.0172,СОКИ И НЕКТАРЫ В ПЭТ-БУТЫЛКЕ,CCCCCC
7,01.024.0172.0770,01.024.0172,СОКИ И НЕКТАРЫ В СТЕКЛОБАНКЕ,CCCCCC
7,01.024.0172.0771,01.024.0172,СОКИ И НЕКТАРЫ В СТЕКЛОБУТЫЛКЕ,CCCCCC
7,01.024.0172.0772,01.024.0172,СОКИ И НЕКТАРЫ В Т/П,CCCCCC
7,01.024.0172.0774,01.024.0172,СОКОСОДЕРЖАЩИЕ НАПИТКИ,CCCCCC
7,01.024.0173.0300,01.024.0173,КВАС,CCCCCC
7,01.024.0173.0302,01.024.0173,КВАС НЕФАСОВАННЫЙ,CCCCCC
7,01.024.0173.0301,01.024.0173,КВАСНОЙ НАПИТОК,CCCCCC
7,01.024.0210.0918,01.024.0210,ХОЛОДНЫЙ КОФЕ,CCCCCC
7,01.024.0210.0919,01.024.0210,ХОЛОДНЫЙ ЧАЙ,CCCCCC
7,01.024.0222.0785,01.024.0222,СПОРТИВНЫЕ НАПИТКИ,CCCCCC
7,01.024.0222.0960,01.024.0222,ЭНЕРГЕТИЧЕСКИЕ НАПИТКИ,CCCCCC
7,01.025.0131.0593,01.025.0131,ПИВО  ИМПОРТНОЕ И В БОЧОНКАХ,CCCCCC
7,01.025.0131.0589,01.025.0131,ПИВО БЕЗАЛКОГОЛЬНОЕ,CCCCCC
7,01.025.0131.0591,01.025.0131,ПИВО В  ПЭТ-БУТЫЛКЕ,CCCCCC
7,01.025.0131.0590,01.025.0131,ПИВО В АЛЮМИНЕВОЙ БАНКЕ,CCCCCC
7,01.025.0131.0592,01.025.0131,ПИВО В СТЕКЛЯНОЙ БУТЫЛКЕ,CCCCCC
7,01.025.0131.0594,01.025.0131,"ПИВО. ""РЕЖИМНОГО ХРАНЕНИЯ"" НЕ ФАСОВАНОЕ",CCCCCC
7,01.025.0131.0595,01.025.0131,"ПИВО. ""РЕЖИМНОГО ХРАНЕНИЯ"" ФАСОВАНОЕ",CCCCCC
7,01.025.0131.0596,01.025.0131,ПИВО.ТАРА ОБОРОТНАЯ И РАСХОДНЫЕ МАТЕРИАЛЫ,CCCCCC
7,01.025.0166.0456,01.025.0166,МЕДОВУХА,CCCCCC
7,01.025.0166.0742,01.025.0166,СИДР,CCCCCC
7,01.025.0167.0744,01.025.0167,"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ДО 0,5Л",CCCCCC
7,01.025.0167.0745,01.025.0167,"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ДО 0,5Л (ПИВНАЯ ОСНОВА)",CCCCCC
7,01.025.0167.0746,01.025.0167,"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ОТ 1,5Л(ПИВНАЯ ОСНОВА)",CCCCCC
7,01.026.0031.0142,01.026.0031,ГРИБЫ ЗАМОРОЖЕННЫЕ В УПАКОВКЕ,CCCCCC
7,01.026.0031.0141,01.026.0031,ГРИБЫ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,CCCCCC
