name,code,parent_code,cls_type_id
КОНФЕТЫ ВЕСОВЫЕ ПО ОДНОЙ ЦЕНЕ КАТЕГОРИЯ 2,01.016.0077.0347,01.016.0077,7
КОНФЕТЫ ВЕСОВЫЕ ПО ОДНОЙ ЦЕНЕ КАТЕГОРИЯ 3,01.016.0077.0348,01.016.0077,7
ОРЕХИ В ГЛАЗУРИ,01.016.0077.0542,01.016.0077,7
ПОМАДНЫЕ НЕГЛАЗИРОВАННЫЕ КОНФЕТЫ,01.016.0077.0624,01.016.0077,7
СУХОФРУКТЫ В ГЛАЗУРИ,01.016.0077.0829,01.016.0077,7
КОНФЕТЫ В КОРОБКАХ,01.016.0078,01.016,7
КОНФЕТЫ В КОРОБКАХ2,01.016.0078.0349,01.016.0078,7
НОВОГОДНИЕ ПОДАРКИ КОНДИТЕРСКИЕ,01.016.0113,01.016,7
НОВОГОДНИЕ ПОДАРКИ КОНДИТЕРСКИЕ2,01.016.0113.0528,01.016.0113,7
ПРИКАССОВАЯ ЗОНА,01.016.0143,01.016,7
"ДРУГИЕ ИРИСЫ, КАРАМЕЛЬ, ЛЕДЕНЦЫ, ДРАЖЕ",01.016.0143.0194,01.016.0143,7
ЖЕВАТЕЛЬНОЕ ДАРАЖЕ,01.016.0143.0219,01.016.0143,7
ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ДРУГИЕ,01.016.0143.0220,01.016.0143,7
ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ПЛАСТИНКИ,01.016.0143.0221,01.016.0143,7
ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ ПОДУШЕЧКИ,01.016.0143.0222,01.016.0143,7
СЛАДОСТИ,01.016.0168,01.016,7
ВЕСОВЫЕ СЛАДОСТИ,01.016.0168.0067,01.016.0168,7
ДРАЖЕ,01.016.0168.0174,01.016.0168,7
ДРУГОЙ ЗЕФИР,01.016.0168.0216,01.016.0168,7
ЗЕФИР В ШОКОЛАДЕ,01.016.0168.0239,01.016.0168,7
ЗЕФИР КЛАССИЧЕСКИЙ,01.016.0168.0240,01.016.0168,7
КОЗИНАК,01.016.0168.0312,01.016.0168,7
ЛЕДЕНЦЫ,01.016.0168.0413,01.016.0168,7
МАРМЕЛАД ЖЕВАТЕЛЬНЫЙ,01.016.0168.0440,01.016.0168,7
МАРМЕЛАД КЛАССИЧЕСКИЙ,01.016.0168.0441,01.016.0168,7
ХАЛВА,01.016.0168.0908,01.016.0168,7
ШОКОЛАД,01.016.0217,01.016,7
БАТОНЧИКИ ДРУГИЕ,01.016.0217.0040,01.016.0217,7
БАТОНЧИКИ ШОКОЛАДНЫЕ,01.016.0217.0041,01.016.0217,7
ШОКОЛАДНЫЕ ПЛИТКИ БЕЛЫЕ,01.016.0217.0965,01.016.0217,7
ШОКОЛАДНЫЕ ПЛИТКИ МОЛОЧНЫЕ,01.016.0217.0946,01.016.0217,7
ШОКОЛАДНЫЕ ПЛИТКИ С ДОБАВКАМИ,01.016.0217.0947,01.016.0217,7
ШОКОЛАДНЫЕ ПЛИТКИ ТЕМНЫЕ,01.016.0217.0948,01.016.0217,7
ЯЙЦА ШОКОЛАДНЫЕ,01.016.0217.0964,01.016.0217,7
ШОКОЛАДНАЯ ПАСТА,01.016.0218,01.016,7
ШОКОЛАДНАЯ ПАСТА2,01.016.0218.0944,01.016.0218,7
КУЛИНАРИЯ,01.017,01,7
ВЫПЕЧКА,01.017.0028,01.017,7
ВЫПЕЧКА,01.017.0028.0115,01.017.0028,7
ГАРНИРЫ,01.017.227,01.017,7
ГАРНИРЫ ИЗ КРУП,01.017.227.0001,01.017.227,7
КОРЕЙСКИЕ БЛЮДА,01.017.0079,01.017,7
КОРЕЙСКИЕ БЛЮДА ГРИБНЫЕ,01.017.0079.0351,01.017.0079,7
КОРЕЙСКИЕ БЛЮДА МЯСНЫЕ,01.017.0079.0352,01.017.0079,7
КОРЕЙСКИЕ БЛЮДА ОВОЩНЫЕ,01.017.0079.0353,01.017.0079,7
КОРЕЙСКИЕ БЛЮДА РЫБНЫЕ,01.017.0079.0354,01.017.0079,7
КОРЕЙСКИЕ БЛЮДА СОЕВЫЕ,01.017.0079.0355,01.017.0079,7
ПОЛУФАБРИКАТЫ,01.017.0135,01.017,7
ПОЛУФАБРИКАТЫ ОВОЩИ,01.017.0135.0622,01.017.0135,7
РАЗНОСОЛЫ,01.017.0149,01.017,7
РАЗНОСОЛЫ ГРИБЫ,01.017.0149.0670,01.017.0149,7
РАЗНОСОЛЫ ОВОЩИ,01.017.0149.0671,01.017.0149,7
РАЗНОСОЛЫ ТРАВЫ,01.017.0149.0672,01.017.0149,7
РАЗНОСОЛЫ ФРУКТЫ,01.017.0149.0673,01.017.0149,7
РАЗНОСОЛЫ ЯГОДЫ,01.017.0149.0674,01.017.0149,7
САЛАТЫ ПРОМ.ПРОИЗВОДСТВО,01.017.0158,01.017,7
САЛАТЫ ИЗ МОРЕПРОДУКТОВ,01.017.0158.0708,01.017.0158,7
САЛАТЫ МЯСНЫЕ,01.017.0158.0706,01.017.0158,7
САЛАТЫ ОВОЩНЫЕ,01.017.0158.0707,01.017.0158,7
ТУШЕНЫЕ БЛЮДА,01.017.0206,01.017,7
ТУШЕНЫЕ БЛЮДА ОВОЩИ,01.017.0206.0885,01.017.0206,7
ЯПОНСКИЕ БЛЮДА,01.017.0226,01.017,7
ЯПОНСКИЕ БЛЮДА НАБОРЫ,01.017.0226.0968,01.017.0226,7
ЯПОНСКИЕ БЛЮДА РОЛЛЫ,01.017.0226.0969,01.017.0226,7
ЯПОНСКИЕ БЛЮДА СУШИ,01.017.0226.0970,01.017.0226,7
МАСЛО-ЖИРОВАЯ ПРОДУКЦИЯ,01.018,01,7
МАРГАРИНЫ,01.018.0092,01.018,7
"МАРГАРИН, САЛО, ЖИР",01.018.0092.0438,01.018.0092,7
МАСЛО КОКОСОВОЕ,01.018.0092.0446,01.018.0092,7
СПРЕДЫ,01.018.0092.0786,01.018.0092,7
МАСЛО СЛИВОЧНОЕ,01.018.0095,01.018,7
МАСЛО СЛИВОЧНОЕ,01.018.0095.0450,01.018.0095,7
МАСЛО СЛИВОЧНОЕ В УПАКОВКЕ,01.018.0095.0451,01.018.0095,7
МАСЛО СЛИВОЧНОЕ ТОПЛЕНОЕ,01.018.0095.0452,01.018.0095,7
МОЛОЧНЫЕ ПРОДУКТЫ,01.019,01,7
ДЕСЕРТЫ,01.019.0036,01.019,7
ДЕСЕРТЫ ЖЕЛЕЙНЫЕ,01.019.0036.0155,01.019.0036,7
ДЕСЕРТЫ МОЛОЧНЫЕ,01.019.0036.0156,01.019.0036,7
ДЕСЕРТЫ ФРУКТОВЫЕ,01.019.0036.0159,01.019.0036,7
ДЕТСКОЕ МОЛОЧНОЕ ПИТАНИЕ,01.019.0038,01.019,7
ЙОГУРТЫ ДЕТСКИЕ,01.019.0038.0276,01.019.0038,7
КАШИ ДЕТСКИЕ ЖИДКИЕ,01.019.0038.0295,01.019.0038,7
КИСЛОМОЛОЧНАЯ ПРОДУКЦИЯ ДЕТСКАЯ,01.019.0038.0306,01.019.0038,7
КОКТЕЙЛИ ДЕТСКИЕ,01.019.0038.0313,01.019.0038,7
"МОЛОКО, СЛИВКИ ДЕТСКИЕ",01.019.0038.0469,01.019.0038,7
СНЕКИ МОЛОЧНЫЕ,01.019.0038.0763,01.019.0038,7
ТВОРОЖКИ ДЕТСКИЕ,01.019.0038.0856,01.019.0038,7
ДРОЖЖИ СЫРЫЕ,01.019.0039,01.019,7
ДРОЖЖИ СЫРЫЕ 1,01.019.0039.0176,01.019.0039,7
ЙОГУРТЫ СТЕРИЛИЗОВАННЫЕ,01.019.0055,01.019,7
ЙОГУРТЫ СТЕРИЛИЗОВАННЫЕ ВЯЗКИЕ,01.019.0055.0277,01.019.0055,7
ЙОГУРТЫ СТЕРИЛИЗОВАННЫЕ ПИТЬЕВЫЕ,01.019.0055.0278,01.019.0055,7
ЙОГУРТЫ ТЕРМОСТАТНЫЕ,01.019.0056,01.019,7
ЙОГУРТЫ ТЕРМОСТАТНЫЕ ВЯЗКИЕ,01.019.0056.0279,01.019.0056,7
ЙОГУРТЫ ТЕРМОСТАТНЫЕ ПИТЬЕВЫЕ,01.019.0056.0280,01.019.0056,7
КИСЛОМОЛОЧНАЯ ПРОДУКЦИЯ,01.019.0061,01.019,7
ЗАКВАСКИ,01.019.0061.0229,01.019.0061,7
КЕФИР,01.019.0061.0305,01.019.0061,7
ПОДДЕРЖИВАЮЩИЕ ИММУНИТЕТ,01.019.0061.0617,01.019.0061,7
"РЯЖЕНКА, ВАРЕНЕЦ",01.019.0061.0704,01.019.0061,7
СМЕТАНА,01.019.0061.0757,01.019.0061,7
СНЕЖОК,01.019.0061.0758,01.019.0061,7
"ТАН, АЙРАН, КУМЫС, МАЦОНИ",01.019.0061.0853,01.019.0061,7
"МОЛОКО, СЛИВКИ",01.019.0098,01.019,7
МОЛОКО КОЗЬЕ ПАСТЕРИЗОВАННОЕ,01.019.0098.0462,01.019.0098,7
МОЛОКО КОЗЬЕ СТЕРИЛИЗОВАННОЕ,01.019.0098.0463,01.019.0098,7
МОЛОКО ПАСТЕРИЗОВАННОЕ,01.019.0098.0465,01.019.0098,7
МОЛОКО СТЕРИЛИЗОВАННОЕ,01.019.0098.0470,01.019.0098,7
МОЛОКО ТОПЛЕНОЕ ПАСТЕРИЗОВАННОЕ,01.019.0098.0471,01.019.0098,7
МОЛОКО ТОПЛЕНОЕ СТЕРИЛИЗОВАННОЕ,01.019.0098.0472,01.019.0098,7
СЛИВКИ ПАСТЕРИЗОВАННЫЕ,01.019.0098.0748,01.019.0098,7
СЛИВКИ СТЕРИЛИЗОВАННЫЕ,01.019.0098.0750,01.019.0098,7
МОЛОЧНЫЕ НАПИТКИ,01.019.0099,01.019,7
МОЛОЧНЫЕ НАПИТКИ ВЫСОКОЙ ТЕМПЕРАТУРЫ ХРАНЕНИЯ,01.019.0099.0473,01.019.0099,7
МОЛОЧНЫЕ НАПИТКИ НИЗКОЙ ТЕМПЕРАТУРЫ ХРАНЕНИЯ,01.019.0099.0474,01.019.0099,7
РАСТИТЕЛЬНЫЕ ПРОДУКТЫ,01.019.0151,01.019,7
"ДЕСЕРТЫ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",01.019.0151.0158,01.019.0151,7
"НАПИТКИ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",01.019.0151.0523,01.019.0151,7
"ПРОДУКТЫ ПРОЧИЕ СОЕВЫЕ, КЕДРОВЫЕ, КОКОСОВЫЕ И ДР.",01.019.0151.0650,01.019.0151,7
ТВОРОЖНЫЕ ПРОДУКТЫ,01.019.0201,01.019,7
МАССА ТВОРОЖНАЯ ЗАМОРОЖЕННАЯ,01.019.0201.0453,01.019.0201,7
"СЫРКИ, МАССА ТВОРОЖНЫЕ ЗАМОРОЖЕННЫЕ",01.019.0201.0834,01.019.0201,7
"СЫРКИ, МАССА ТВОРОЖНЫЕ ОХЛАЖДЕННЫЕ",01.019.0201.0835,01.019.0201,7
ТВОРОГ,01.019.0201.0855,01.019.0201,7
ТВОРОЖНЫЕ ДЕСЕРТЫ,01.019.0201.0857,01.019.0201,7
МОРОЖЕНОЕ,01.020,01,7
"ВЕДРА, ВАННЫ, ПАКЕТЫ, ТОРТЫ",01.020.0018,01.020,7
"ВЕДРА, ВАННЫ, ПАКЕТЫ, ТОРТЫ2",01.020.0018.0059,01.020.0018,7
"ЭСКИМО, СТАКАНЧИКИ, БРИКЕТЫ",01.020.0223,01.020,7
"ЭСКИМО, СТАКАНЧИКИ, БРИКЕТЫ2",01.020.0223.0962,01.020.0223,7
МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ,01.021,01,7
"БИСКВИТЫ, КЕКСЫ, КРУАССАНЫ",01.021.0013,01.021,7
"БИСКВИТНЫЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ",01.021.0013.0045,01.021.0013,7
КЕКСЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0013.0302,01.021.0013,7
КРУАССАНЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0013.0378,01.021.0013,7
РУЛЕТЫ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0013.0679,01.021.0013,7
ВАФЛИ,01.021.0017,01.021,7
ВАФЛИ ВЕСОВЫЕ,01.021.0017.0057,01.021.0017,7
ВАФЛИ2,01.021.0017.0056,01.021.0017,7
ПЕЧЕНЬЕ,01.021.0129,01.021,7
"КРЕКЕР, ГАЛЕТЫ",01.021.0129.0376,01.021.0129,7
ПЕЧЕНЬЕ ВЕСОВОЕ,01.021.0129.0580,01.021.0129,7
ПЕЧЕНЬЕ ЗАТЯЖНОЕ,01.021.0129.0582,01.021.0129,7
ПЕЧЕНЬЕ ОВСЯНОЕ,01.021.0129.0583,01.021.0129,7
ПЕЧЕНЬЕ ПЕСОЧНОЕ,01.021.0129.0584,01.021.0129,7
ПЕЧЕНЬЕ САХАРНОЕ,01.021.0129.0585,01.021.0129,7
ПЕЧЕНЬЕ СДОБНОЕ,01.021.0129.0587,01.021.0129,7
ПЕЧЕНЬЕ СЛОЖНОЕ,01.021.0129.0588,01.021.0129,7
ПРЯНИКИ,01.021.0147,01.021,7
ПРЯНИКИ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0147.0656,01.021.0147,7
"СУХАРИ, СУШКИ",01.021.0194,01.021,7
СУХАРИКИ ПРОМ.ПРОИЗВОДСТВА,01.021.0194.0825,01.021.0194,7
"СУШКИ, БАРАНКИ",01.021.0194.0833,01.021.0194,7
"ТОРТЫ, КОРЖИ",01.021.0203,01.021,7
КОРЖИ ДЛЯ ТОРТОВ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0203.0356,01.021.0203,7
"ТОРТЫ, ПИРОГИ, КОРЖИ",01.021.0204,01.021,7
ПИРОГИ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0204.0597,01.021.0204,7
ТОРТЫ БИСКВИТНЫЕ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0204.0870,01.021.0204,7
ТОРТЫ ВАФЕЛЬНЫЕ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,01.021.0204.0871,01.021.0204,7
МЯСО ЗАМОРОЖЕННОЕ,01.022,01,7
МЯСО ЖИВОТНЫХ ЗАМОРОЖЕННОЕ,01.022.0108,01.022,7
ГОВЯДИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,01.022.0108.0129,01.022.0108,7
ГОВЯДИНА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0108.0134,01.022.0108,7
ГОВЯДИНА ФАРШ ЗАМОРОЖЕННЫЙ,01.022.0108.0136,01.022.0108,7
ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,01.022.0108.0207,01.022.0108,7
ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ЗАМОРОЖЕННЫЕ,01.022.0108.0209,01.022.0108,7
ДРУГОЕ МЯСО СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0108.0212,01.022.0108,7
ДРУГОЕ МЯСО ТУШКИ ЗАМОРОЖЕННЫЕ,01.022.0108.0213,01.022.0108,7
СВИНИНА В МАРИНАДЕ ЗАМОРОЖЕННАЯ,01.022.0108.0720,01.022.0108,7
СВИНИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,01.022.0108.0722,01.022.0108,7
СВИНИНА ПОЛУФАБРИКАТЫ МЕЛКОКУСКОВЫЕ ЗАМОРОЖЕННЫЕ,01.022.0108.0724,01.022.0108,7
СВИНИНА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0108.0728,01.022.0108,7
СВИНИНА ТУШКИ ЗАМОРОЖЕННЫЕ,01.022.0108.0730,01.022.0108,7
МЯСО ПТИЦЫ ЗАМОРОЖЕННОЕ,01.022.0110,01.022,7
ДРУГАЯ ПТИЦА РАЗДЕЛКА ЗАМОРОЖЕННАЯ,01.022.0110.0181,01.022.0110,7
ДРУГАЯ ПТИЦА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0110.0183,01.022.0110,7
ДРУГАЯ ПТИЦА ТУШКА ЗАМОРОЖЕННАЯ,01.022.0110.0185,01.022.0110,7
ДРУГАЯ ПТИЦА ФАРШ ЗАМОРОЖЕННЫЙ,01.022.0110.0187,01.022.0110,7
ИНДЕЙКА РАЗДЕЛКА ЗАМОРОЖЕННАЯ,01.022.0110.0266,01.022.0110,7
ИНДЕЙКА СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0110.0268,01.022.0110,7
ИНДЕЙКА ТУШКА ЗАМОРОЖЕННАЯ,01.022.0110.0270,01.022.0110,7
ИНДЕЙКА ФАРШ ЗАМОРОЖЕННЫЙ,01.022.0110.0272,01.022.0110,7
КУРЫ МЯСО В МАРИНАДЕ ЗАМОРОЖЕННОЕ,01.022.0110.0398,01.022.0110,7
КУРЫ РАЗДЕЛКА ЗАМОРОЖЕННАЯ,01.022.0110.0401,01.022.0110,7
КУРЫ СУБПРОДУКТЫ ЗАМОРОЖЕННЫЕ,01.022.0110.0403,01.022.0110,7
КУРЫ ТУШКА ЗАМОРОЖЕННАЯ,01.022.0110.0405,01.022.0110,7
КУРЫ ФАРШ ЗАМОРОЖЕННЫЙ,01.022.0110.0407,01.022.0110,7
НАПИТКИ АЛКОГОЛЬНЫЕ,01.023,01,7
АЛКОГОЛЬ СУВЕНИРНЫЙ,01.023.0008,01.023,7
"ПРОЧЕЕ (НАБОРЫ, ОРИГИНАЛЬНЫЕ БУТЫЛКИ)",01.023.0008.0654,01.023.0008,7
"ВЕРМУТЫ, АПЕРИТИВЫ",01.023.0019,01.023,7
ВЕРМУТЫ И АПЕРИТИВЫ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,01.023.0019.0062,01.023.0019,7
ВЕРМУТЫ И АПЕРИТИВЫ РОССИИ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,01.023.0019.0063,01.023.0019,7
ВИНО  ИГРИСТОЕ,01.023.0021,01.023,7
ВИНО ДАЛЬНЕГО ЗАРУБЕЖЬЯ ИГРИСТОЕ,01.023.0021.0079,01.023.0021,7
ВИНО ДАЛЬНЕГО ЗАРУБЕЖЬЯ ИСКРИСТОЕ И ГАЗИРОВАНОЕ,01.023.0021.0080,01.023.0021,7
ВИНО ИГРИСТОЕ АРОМАТИЗИРОВАНОЕ/ВКУСОВОЕ,01.023.0021.0087,01.023.0021,7
ВИНО ИГРИСТОЕ ИМЕНОВАННОЕ,01.023.0021.0088,01.023.0021,7
"ВИНО ИГРИСТОЕ ОРДИНАРНОЕ, ГАЗИРОВАНОЕ",01.023.0021.0089,01.023.0021,7
ШАМПАНСКОЕ,01.023.0021.0939,01.023.0021,7
"ВИНО ""ТИХОЕ""",01.023.0022,01.023,7
ВИНО  БЕЗАЛКОГОЛЬНОЕ,01.023.0022.0073,01.023.0022,7
ВИНО АРОМАТИЗИРОВАНОЕ,01.023.0022.0072,01.023.0022,7
"ВИНО В УДОБНОЙ УПАКОВКЕ ДО 1,5Л",01.023.0022.0074,01.023.0022,7
"ВИНО В УДОБНОЙ УПАКОВКЕ ДО 1,5Л (ДАЛЬНЕЕ ЗАРУБЕЖЬЕ)",01.023.0022.0075,01.023.0022,7
ВИНО В УДОБНОЙ УПАКОВКЕ ОТ 2Л,01.023.0022.0076,01.023.0022,7
ВИНО В УДОБНОЙ УПАКОВКЕ ОТ 2Л (ДАЛЬНЕЕ ЗАРУБЕЖЬЕ),01.023.0022.0077,01.023.0022,7
ВИНО В УДОБНОЙ УПАКОВКЕ ПЛОДОВОЕ,01.023.0022.0078,01.023.0022,7
"ВИНО ЕВРОПЫ  (ГЕРМАНИЯ, АВСТРИЯ)",01.023.0022.0082,01.023.0022,7
"ВИНО ЕВРОПЫ  (ИСПАНИЯ, ПОРТУГАЛИЯ)",01.023.0022.0083,01.023.0022,7
ВИНО ЕВРОПЫ  (ИТАЛИЯ),01.023.0022.0084,01.023.0022,7
ВИНО ЕВРОПЫ  (ФРАНЦИЯ),01.023.0022.0086,01.023.0022,7
"ВИНО ЕВРОПЫ (БОЛГАРИЯ, ВЕНГРИЯ)",01.023.0022.0081,01.023.0022,7
ВИНО ЕВРОПЫ (ПРОЧИЕ),01.023.0022.0085,01.023.0022,7
ВИНО НОВОГО СВЕТА  (АМЕРИКАНСКИЙ КОНТИНЕНТ),01.023.0022.0092,01.023.0022,7
ВИНО НОВОГО СВЕТА  (ПРОЧИЕ),01.023.0022.0093,01.023.0022,7
ВИНО ПЛОДОВОЕ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,01.023.0022.0094,01.023.0022,7
ВИНО ПЛОДОВОЕ РОССИИ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,01.023.0022.0095,01.023.0022,7
ВИНО СПЕЦИАЛЬНОЕ (КАГОР),01.023.0022.0099,01.023.0022,7
"ВИНО СПЕЦИАЛЬНОЕ (ХЕРЕС, МАДЕРА, ПОРТВЕЙН)",01.023.0022.0100,01.023.0022,7
ВИНО.  КАВКАЗА И ЗАКАВКАЗЬЯ,01.023.0022.0090,01.023.0022,7
ВИНО. МОЛДОВЫ,01.023.0022.0091,01.023.0022,7
ВИНО. РОССИИ,01.023.0022.0096,01.023.0022,7
ВИНО. РОССИИ (КРЫМ),01.023.0022.0097,01.023.0022,7
"ВИНО. РОССИИ (СПЕЦИАЛЬНОЕ ЭКОНОМ-СЕГМЕНТА, ВСЕ ТИПЫ ТАРЫ)",01.023.0022.0098,01.023.0022,7
"ВОДКА, НАСТОЙКИ, БАЛЬЗАМЫ",01.023.0026,01.023,7
ВОДКА,01.023.0026.0110,01.023.0026,7
ВОДКА И НАСТОЙКИ ДАЛЬНЕГО ЗАРУБЕЖЬЯ,01.023.0026.0111,01.023.0026,7
ВОДКА И НАСТОЙКИ КЛАССА ЛЮКС,01.023.0026.0112,01.023.0026,7
НАСТОЙКИ ГОРЬКИЕ,01.023.0026.0526,01.023.0026,7
"НАСТОЙКИ СЛАДКИЕ, НАЛИВКИ",01.023.0026.0527,01.023.0026,7
КРЕПКИЕ СПИРТНЫЕ НАПИТКИ (КСН),01.023.0085,01.023,7
КСН  ВИНОГРАДНЫЕ БРЕНДИ ВЫСОКОВЫДЕРЖАНЫЙ,01.023.0085.0384,01.023.0085,7
КСН  ВИНОГРАДНЫЕ БРЕНДИ ДАЛЬНЕЕ ЗАРУБЕЖЬЕ,01.023.0085.0385,01.023.0085,7
КСН  ВИНОГРАДНЫЕ БРЕНДИ КАВКАЗА И ЗАКАВКАЗЬЯ,01.023.0085.0386,01.023.0085,7
КСН  ВИНОГРАДНЫЕ БРЕНДИ РОССИЙСКИЙ И БЛИЖНЕГО ЗАРУБЕЖЬЯ,01.023.0085.0387,01.023.0085,7
"КСН  ВИНОГРАДНЫЕ КОНЬЯК, АРМАНЬЯК",01.023.0085.0388,01.023.0085,7
КСН  СОЛОДОВЫЕ ВИСКИ ОДНОСОЛОДОВЫЙ И ВЫСОКОВЫДЕРЖАНЫЙ,01.023.0085.0391,01.023.0085,7
КСН  СОЛОДОВЫЕ ВИСКИ ОРДИНАРНЫЙ,01.023.0085.0392,01.023.0085,7
"КСН ПРОЧЕЕ ДЖИН, РОМ, ТЕКИЛА",01.023.0085.0389,01.023.0085,7
КСН ПРОЧЕЕ ДРУГИЕ НАПИТКИ,01.023.0085.0390,01.023.0085,7
ЛИКЕРЫ,01.023.0089,01.023,7
ЛИКЕРЫ ДЕСЕРТНЫЕ (АЛК 5-30%),01.023.0089.0417,01.023.0089,7
ЛИКЕРЫ КРЕМЫ (АЛК 5-23%),01.023.0089.0418,01.023.0089,7
"ЛИКЕРЫ КРЕПКИЕ (АЛК ОТ 35%), БИТТЕРЫ, БАЛЬЗАМЫ",01.023.0089.0419,01.023.0089,7
ЛИКЕРЫ ПРОЧИЕ,01.023.0089.0420,01.023.0089,7
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ,01.024,01,7
ВОДА МИНЕРАЛЬНАЯ,01.024.0023,01.024,7
ВОДА МИНЕРАЛЬНАЯ БЕЗ ГАЗА,01.024.0023.0103,01.024.0023,7
ВОДА МИНЕРАЛЬНАЯ С ГАЗОМ,01.024.0023.0104,01.024.0023,7
ВОДА СЛАДКАЯ,01.024.0024,01.024,7
ВОДА СЛАДКАЯ ДРУГАЯ,01.024.0024.0105,01.024.0024,7
ВОДА СЛАДКАЯ НА САХАРЕ,01.024.0024.0106,01.024.0024,7
ВОДА СЛАДКАЯ НА САХАРОЗАМЕНИТЕЛЯХ,01.024.0024.0107,01.024.0024,7
ВОДА СЛАДКАЯ НЕФАСОВАННАЯ,01.024.0024.0869,01.024.0024,7
ДЕТСКОЕ ШАМПАНСКОЕ,01.024.0024.0161,01.024.0024,7
ТОНИКИ,01.024.0024.0868,01.024.0024,7
ВОДА СТОЛОВАЯ,01.024.0025,01.024,7
ВОДА СТОЛОВАЯ БЕЗ ГАЗА,01.024.0025.0108,01.024.0025,7
ВОДА СТОЛОВАЯ С ГАЗОМ,01.024.0025.0109,01.024.0025,7
"МОРСЫ, КОМПОТЫ",01.024.0102,01.024,7
МОРСЫ,01.024.0102.0479,01.024.0102,7
НАПИТКИ КОМПОТЫ,01.024.0102.0522,01.024.0102,7
СОКОВАЯ ГРУППА,01.024.0172,01.024,7
СОКИ И НЕКТАРЫ В Ж/Б,01.024.0172.0768,01.024.0172,7
СОКИ И НЕКТАРЫ В ПЭТ-БУТЫЛКЕ,01.024.0172.0769,01.024.0172,7
СОКИ И НЕКТАРЫ В СТЕКЛОБАНКЕ,01.024.0172.0770,01.024.0172,7
СОКИ И НЕКТАРЫ В СТЕКЛОБУТЫЛКЕ,01.024.0172.0771,01.024.0172,7
СОКИ И НЕКТАРЫ В Т/П,01.024.0172.0772,01.024.0172,7
СОКОСОДЕРЖАЩИЕ НАПИТКИ,01.024.0172.0774,01.024.0172,7
СОЛОДОСОДЕРЖАЩИЕ  НАПИТКИ,01.024.0173,01.024,7
КВАС,01.024.0173.0300,01.024.0173,7
КВАС НЕФАСОВАННЫЙ,01.024.0173.0302,01.024.0173,7
КВАСНОЙ НАПИТОК,01.024.0173.0301,01.024.0173,7
"ХОЛОДНЫЕ ЧАИ, КОФЕ",01.024.0210,01.024,7
ХОЛОДНЫЙ КОФЕ,01.024.0210.0918,01.024.0210,7
ХОЛОДНЫЙ ЧАЙ,01.024.0210.0919,01.024.0210,7
ЭНЕРГЕТИКИ И СПОРТ НАПИТКИ,01.024.0222,01.024,7
СПОРТИВНЫЕ НАПИТКИ,01.024.0222.0785,01.024.0222,7
ЭНЕРГЕТИЧЕСКИЕ НАПИТКИ,01.024.0222.0960,01.024.0222,7
"НАПИТКИ СЛАБОАЛКОГОЛЬНЫЕ, ПИВО",01.025,01,7
ПИВО,01.025.0131,01.025,7
ПИВО  ИМПОРТНОЕ И В БОЧОНКАХ,01.025.0131.0593,01.025.0131,7
ПИВО БЕЗАЛКОГОЛЬНОЕ,01.025.0131.0589,01.025.0131,7
ПИВО В  ПЭТ-БУТЫЛКЕ,01.025.0131.0591,01.025.0131,7
ПИВО В АЛЮМИНЕВОЙ БАНКЕ,01.025.0131.0590,01.025.0131,7
ПИВО В СТЕКЛЯНОЙ БУТЫЛКЕ,01.025.0131.0592,01.025.0131,7
