name,code,parent_code,cls_type_id
ЗЕРНА ПРОРОЩЕННЫЕ 1,01.042.0047.0238,01.042.0047,7
ОВОЩИ,01.042.0114,01.042,7
КОРНЕПЛОДЫ ВЕСОВЫЕ,01.042.0114.0363,01.042.0114,7
КОРНЕПЛОДЫ ШТУЧНЫЕ,01.042.0114.0364,01.042.0114,7
ОВОЩИ ВЕСОВЫЕ,01.042.0114.0531,01.042.0114,7
ОВОЩИ ШТУЧНЫЕ,01.042.0114.0534,01.042.0114,7
ЭКЗОТИЧЕСКИЕ ОВОЩИ,01.042.0114.0955,01.042.0114,7
СУХОФРУКТЫ-ОСТРОВ,01.042.0196,01.042,7
НАБОРЫ-ОСТРОВ,01.042.0196.0514,01.042.0196,7
ОРЕХИ-ОСТРОВ,01.042.0196.0545,01.042.0196,7
СПЕЦИИ-ОСТРОВ,01.042.0196.0783,01.042.0196,7
СУХОФРУКТЫ-ОСТРОВ 1,01.042.0196.0832,01.042.0196,7
ЦУКАТЫ-ОСТРОВ,01.042.0196.0925,01.042.0196,7
ФРУКТЫ,01.042.0208,01.042,7
ФРУКТЫ КОСТОЧКОВЫЕ,01.042.0208.0903,01.042.0208,7
ФРУКТЫ СЕМЕЧКОВЫЕ,01.042.0208.0904,01.042.0208,7
ФРУКТЫ СУБТРОПИЧЕСКИЕ,01.042.0208.0905,01.042.0208,7
ФРУКТЫ ТРОПИЧЕСКИЕ,01.042.0208.0906,01.042.0208,7
ФРУКТЫ ЦИТРУСОВЫЕ,01.042.0208.0907,01.042.0208,7
ЦВЕТЫ,01.042.0212,01.042,7
ЦВЕТЫ В ГОРШОЧКЕ,01.042.0212.0923,01.042.0212,7
ЦВЕТЫ СРЕЗКА,01.042.0212.0924,01.042.0212,7
ЯГОДЫ,01.042.0224,01.042,7
ЯГОДЫ СВЕЖИЕ,01.042.0224.0963,01.042.0224,7
ЧАЙ КОФЕ КАКАО,01.043,01,7
ДРУГИЕ НАПИТКИ,01.043.0041,01.043,7
ДРУГИЕ НАПИТКИ ГОРЯЧИЕ,01.043.0041.0196,01.043.0041,7
КАКАО,01.043.0057,01.043,7
КАКАО ДРУГОЕ,01.043.0057.0281,01.043.0057,7
КАКАО НАПИТОК,01.043.0057.0282,01.043.0057,7
КАКАО ПОРОШОК,01.043.0057.0283,01.043.0057,7
КОФЕ,01.043.0083,01.043,7
ДРУГОЙ КОФЕ,01.043.0083.0217,01.043.0083,7
КОФЕ ЗЕРНОВОЙ,01.043.0083.0369,01.043.0083,7
КОФЕ МОЛОТЫЙ,01.043.0083.0372,01.043.0083,7
КОФЕ РАСТВОРИМЫЙ,01.043.0083.0373,01.043.0083,7
КОФЕЙНЫЕ НАПИТКИ,01.043.0083.0370,01.043.0083,7
ПОРЦИОННЫЕ НАПИТКИ,01.043.0139,01.043,7
ПОРЦИОННЫЕ НАПИТКИ КАКАО,01.043.0139.0629,01.043.0139,7
ПОРЦИОННЫЕ НАПИТКИ КОФЕ,01.043.0139.0630,01.043.0139,7
ПОРЦИОННЫЕ НАПИТКИ ЧАЙ,01.043.0139.0631,01.043.0139,7
ЧАЙ,01.043.0213,01.043,7
"ЧАИ ЛИСТОВОЙ ТРАВЯНЫЕ, ФРУКТОВЫЕ СМЕСИ",01.043.0213.0926,01.043.0213,7
"ЧАИ ПАКЕТИРОВАННЫЙ ТРАВЯНЫЕ, ФРУКТОВЫЕ СМЕСИ",01.043.0213.0927,01.043.0213,7
"ЧАЙ В ПОДАРОЧНОЙ УПАКОВКЕ, НАБОРЫ",01.043.0213.0928,01.043.0213,7
ЧАЙ ЛИСТОВОЙ ЗЕЛЕНЫЙ,01.043.0213.0929,01.043.0213,7
ЧАЙ ЛИСТОВОЙ ЧЕРНЫЙ,01.043.0213.0930,01.043.0213,7
ЧАЙ ПАКЕТИРОВАННЫЙ ЗЕЛЕНЫЙ,01.043.0213.0932,01.043.0213,7
ЧАЙ ПАКЕТИРОВАННЫЙ ЧЕРНЫЙ,01.043.0213.0933,01.043.0213,7
ЧАЙ РАСТВОРИМЫЙ,01.043.0213.0934,01.043.0213,7
ЯЙЦО,01.044,01,7
ЯЙЦО 1,01.044.0225,01.044,7
ЯЙЦО КУРИНОЕ ВАЛОВОЕ,01.044.0225.0965,01.044.0225,7
ЯЙЦО КУРИНОЕ УПАКОВАННОЕ,01.044.0225.0966,01.044.0225,7
ЯЙЦО ПРОЧЕЕ,01.044.0225.0967,01.044.0225,7
FOOD FMCG,02,,7
БЫТОВАЯ ХИМИЯ,02.004,02,7
ОСВЕЖИТЕЛИ ВОЗДУХА,02.004.0119,02.004,7
АРОМАТИЗАТОРЫ ВОЗДУХА БЛОК,02.004.0119.0021,02.004.0119,7
ОСВЕЖИТЕЛИ ВОЗДУХА АВТОМАТИЧЕСКИЕ,02.004.0119.0548,02.004.0119,7
ОСВЕЖИТЕЛИ ВОЗДУХА СПРЕЙ,02.004.0119.0549,02.004.0119,7
СРЕДСТВА ДЛЯ МЫТЬЯ ПОСУДЫ,02.004.0180,02.004,7
ЖИДКИЕ МОЮЩИЕ СРЕДСТВА,02.004.0180.0226,02.004.0180,7
СРЕДСТВА ДЛЯ МЫТЬЯ ПОСУДЫ ДРУГИЕ,02.004.0180.0794,02.004.0180,7
СРЕДСТВА ДЛЯ ПОСУДОМОЕЧНЫХ МАШИН,02.004.0180.0793,02.004.0180,7
СРЕДСТВА ДЛЯ СТИРКИ,02.004.0181,02.004,7
АНТИКИПИНЫ,02.004.0181.0016,02.004.0181,7
СРЕДСТВА ДЛЯ СТИРКИ ДЕТСКИЕ,02.004.0181.0797,02.004.0181,7
СРЕДСТВА ДЛЯ СТИРКИ ДРУГИЕ,02.004.0181.0798,02.004.0181,7
СРЕДСТВА ДЛЯ СТИРКИ ЖИДКИЕ,02.004.0181.0799,02.004.0181,7
СРЕДСТВА ДЛЯ СТИРКИ СПЕЦИАЛЬНЫЕ,02.004.0181.0800,02.004.0181,7
СРЕДСТВА ДЛЯ СТИРКИ СУХИЕ,02.004.0181.0801,02.004.0181,7
СРЕДСТВА ПО УХОДУ ЗА ОБУВЬЮ,02.004.0185,02.004,7
АКССЕСУАРЫ ДЛЯ ОБУВИ,02.004.0185.0013,02.004.0185,7
"ГУБКИ,ЩЕТКИ ДЛЯ УХОДА ЗА ОБУВЬЮ",02.004.0185.0147,02.004.0185,7
КРАСКА ДЛЯ УХОДА ЗА ОБУВЬЮ,02.004.0185.0374,02.004.0185,7
СПЕЦСРЕДСТВА  ДЛЯ УХОДА ЗА ОБУВЬЮ,02.004.0185.0784,02.004.0185,7
СРЕДСТВА ПО УХОДУ ЗА ТКАНЯМИ,02.004.0190,02.004,7
АНТИСТАТИКИ,02.004.0190.0017,02.004.0190,7
АРОМАТИЗАТОРЫ ДЛЯ ОДЕЖДЫ,02.004.0190.0022,02.004.0190,7
КОНДИЦИОНЕРЫ И ОПОЛАСКИВАТЕЛИ,02.004.0190.0333,02.004.0190,7
ОТБЕЛИВАТЕЛИ И ПЯТНОВЫВОДИТЕЛИ,02.004.0190.0551,02.004.0190,7
СРЕДСТВА ПО УХОДУ ЗА ДЕТСКОЙ ОДЕЖДОЙ,02.004.0190.0805,02.004.0190,7
СРЕДСТВА ПО УХОДУ ЗА ОДЕЖДОЙ ДРУГИЕ,02.004.0190.0809,02.004.0190,7
ХОЗЯЙСТВЕННОЕ МЫЛО,02.004.0190.0917,02.004.0190,7
ЧИСТЯЩИЕ СРЕДСТВА,02.004.0215,02.004,7
БЛОЧНЫЕ СРЕДСТВА ДЛЯ УНИТАЗА И В БАЧОК,02.004.0215.0049,02.004.0215,7
МОЮЩИЕ СРЕДСТВА ДЛЯ ОКОН,02.004.0215.0480,02.004.0215,7
МОЮЩИЕ СРЕДСТВА ДЛЯ ПОЛОВ,02.004.0215.0481,02.004.0215,7
СРЕДСТВА ДЛЯ ОЧИСТКИ КУХОННЫХ ПОВЕРХНОСТЕЙ,02.004.0215.0792,02.004.0215,7
СРЕДСТВА ДЛЯ ПРОЧИСТКИ ТРУБ,02.004.0215.0794,02.004.0215,7
СРЕДСТВА ДЛЯ САНТЕХНИКИ ЖИДКИЕ,02.004.0215.0795,02.004.0215,7
СРЕДСТВА ДЛЯ САНТЕХНИКИ СУХИЕ,02.004.0215.0796,02.004.0215,7
СРЕДСТВА ПО УХОДУ ЗА МЕБЕЛЬЮ И КОВРАМИ,02.004.0215.0807,02.004.0215,7
"СРЕДСТВА ПО УХОДУ ЗА ЭЛЕКТРОПЛИТАМИ, ДУХОВКАМИ, СВЧ, ХОЛОДИЛЬНИКАМИ",02.004.0215.0812,02.004.0215,7
ЧИСТЯЩИЕ СРЕДСТВА ДРУГИЕ,02.004.0215.0938,02.004.0215,7
ДЕТСКАЯ ПАРФЮМЕРИЯ И ГИГИЕНА,02.008,02,7
ДЕТСКАЯ ГИГИЕНА,02.008.0037,02.008,7
ВАТНЫЕ ПАЛОЧКИ/ДИСКИ ДЕТСКИЕ,02.008.0037.0055,02.008.0037,7
ПОДГУЗНИКИ,02.008.0037.0615,02.008.0037,7
САЛФЕТКИ,02.008.0037.0711,02.008.0037,7
"КРЕМЫ, ПРИСЫПКИ ДЕТСКИЕ",02.008.0084,02.008,7
ДРУГАЯ ДЕТСКАЯ ГИГИЕНА,02.008.0084.0180,02.008.0084,7
"КРЕМА, МАСЛА ДЕТСКИЕ",02.008.0084.0377,02.008.0084,7
ПАРФЮМЕРИЯ ДЕТСКАЯ,02.008.0122,02.008,7
КОСМЕТИКА ДЕТСКАЯ,02.008.0122.0365,02.008.0122,7
СРЕДСТВА ДЛЯ ВАННЫ/ДУША ДЕТСКИЕ,02.008.0178,02.008,7
МЫЛО ДЕТСКОЕ,02.008.0178.0490,02.008.0178,7
СРЕДСТВА ДЛЯ КУПАНИЯ ДЕТСКИЕ,02.008.0178.0790,02.008.0178,7
ШАМПУНИ ДЕТСКИЕ,02.008.0178.0941,02.008.0178,7
СРЕДСТВА ПО УХОДУ ЗА ПОЛОСТЬЮ РТА ДЕТСКИЕ,02.008.0187,02.008,7
ДРУГИЕ СРЕДСТВА ПО УХОДУ ЗА ПОЛОСТЬЮ РТА ДЕТСКИЕ,02.008.0187.0202,02.008.0187,7
ЗУБНЫЕ ПАСТЫ ДЕТСКИЕ,02.008.0187.0242,02.008.0187,7
ЗУБНЫЕ ЩЕТКИ ДЕТСКИЕ,02.008.0187.0243,02.008.0187,7
ПАРАФАРМАЦЕВТИЧЕСКИЕ ТОВАРЫ,02.028,02,7
БАДЫ,02.028.0012,02.028,7
ВИТАМИННЫЕ КОМПЛЕКСЫ,02.028.0012.0101,02.028.0012,7
СРЕДСТВА ГИГИЕНЫ И КОСМЕТИКИ,02.028.0177,02.028,7
ДИАГНОСТИКА,02.028.0177.0170,02.028.0177,7
КОСМЕТИКА ЛЕЧЕБНАЯ,02.028.0177.0366,02.028.0177,7
ПЕРВАЯ ПОМОЩЬ,02.028.0177.0575,02.028.0177,7
СРЕДСТВА ГИГИЕНЫ И КОСМЕТИКИ,02.028.0177.0787,02.028.0177,7
ПАРФЮМЕРНО-КОСМЕТИЧЕСКИЕ ТОВАРЫ,02.029,02,7
ДЕЗОДОРАНТЫ,02.029.0032,02.029,7
ДЕЗОДОРАНТЫ ЖЕНСКИЕ,02.029.0032.0148,02.029.0032,7
ДЕЗОДОРАНТЫ МУЖСКИЕ,02.029.0032.0149,02.029.0032,7
ДЕКОРАТИВНАЯ КОСМЕТИКА,02.029.0033,02.029,7
БЛЕСК ДЛЯ ГУБ,02.029.0033.0047,02.029.0033,7
ДРУГАЯ ДЕКОРАТИВНАЯ КОСМЕТИКА,02.029.0033.0179,02.029.0033,7
КАРАНДАШИ ДЛЯ БРОВЕЙ,02.029.0033.0288,02.029.0033,7
КАРАНДАШИ ДЛЯ ВЕК,02.029.0033.0289,02.029.0033,7
КАРАНДАШИ ДЛЯ ГУБ,02.029.0033.0290,02.029.0033,7
НАБОРЫ ДЕКОРАТИВНОЙ КОСМЕТИКИ УНИВЕРСАЛЬНЫЕ,02.029.0033.0509,02.029.0033,7
ПОМАДА ДЛЯ ГУБ,02.029.0033.0623,02.029.0033,7
РУМЯНА,02.029.0033.0680,02.029.0033,7
СРЕДСТВА ТОНИРУЮЩИЕ,02.029.0033.0813,02.029.0033,7
ТУШЬ ДЛЯ РЕСНИЦ,02.029.0033.0886,02.029.0033,7
МЫЛО,02.029.0107,02.029,7
МЫЛО ТУАЛЕТНОЕ  ЖИДКОЕ,02.029.0107.0491,02.029.0107,7
МЫЛО ТУАЛЕТНОЕ КУСКОВОЕ,02.029.0107.0492,02.029.0107,7
МЫЛО ХОЗЯЙСТВЕННОЕ,02.029.0107.0493,02.029.0107,7
СРЕДСТВА ДЛЯ ИНТИМНОЙ ГИГИЕНЫ,02.029.0107.0789,02.029.0107,7
ПАРФЮМЕРИЯ,02.029.0121,02.029,7
ПАРФЮМЕРИЯ ЖЕНСКАЯ,02.029.0121.0564,02.029.0121,7
ПАРФЮМЕРИЯ МУЖСКАЯ,02.029.0121.0565,02.029.0121,7
СЕЗОННАЯ ПАРФЮМЕРНО-КОСМЕТИЧЕСКАЯ ПРОДУКЦИЯ,02.029.0163,02.029,7
НАБОРЫ ПАРФЮМЕРНЫЕ ДЕТСКИЕ,02.029.0163.0515,02.029.0163,7
НАБОРЫ ПАРФЮМЕРНЫЕ ЖЕНСКИЕ,02.029.0163.0516,02.029.0163,7
НАБОРЫ ПАРФЮМЕРНЫЕ МУЖСКИЕ,02.029.0163.0517,02.029.0163,7
СРЕДСТВА ДЛЯ ВАННЫ И ДУША,02.029.0179,02.029,7
ГЕЛИ ДЛЯ ДУША,02.029.0179.0124,02.029.0179,7
"ПЕНЫ, СОЛИ ДЛЯ ВАНН",02.029.0179.0574,02.029.0179,7
СРЕДСТВА ДО И ПОСЛЕ БРИТЬЯ,02.029.0182,02.029,7
ЖЕНСКИЕ СРЕДСТВА ДО И ПОСЛЕ БРИТЬЯ,02.029.0182.0223,02.029.0182,7
МУЖСКИЕ СРЕДСТВА ДО И ПОСЛЕ БРИТЬЯ,02.029.0182.0482,02.029.0182,7
СРЕДСТВА ПО УХОДУ ЗА ВОЛОСАМИ,02.029.0183,02.029,7
СРЕДСТВА ДЛЯ ОКРАСКИ ВОЛОС,02.029.0183.0791,02.029.0183,7
СРЕДСТВА ДЛЯ УКЛАДКИ ВОЛОС,02.029.0183.0803,02.029.0183,7
"ШАМПУНИ, БАЛЬЗАМЫ, СПЕЦИАЛЬНЫЙ УХОД",02.029.0183.0940,02.029.0183,7
СРЕДСТВА ПО УХОДУ ЗА ЛИЦОМ,02.029.0184,02.029,7
БАЛЬЗАМЫ ДЛЯ ГУБ,02.029.0184.0033,02.029.0184,7
ОЧИЩЕНИЕ ЗРЕЛОЙ КОЖИ,02.029.0184.0555,02.029.0184,7
ОЧИЩЕНИЕ МОЛОДОЙ/ПРОБЛЕМНОЙ КОЖИ,02.029.0184.0556,02.029.0184,7
ОЧИЩЕНИЕ УНИВЕРСАЛЬНЫЕ СРЕДСТВА,02.029.0184.0557,02.029.0184,7
УВЛАЖНЕНИЕ ЗРЕЛОЙ КОЖИ,02.029.0184.0887,02.029.0184,7
УВЛАЖНЕНИЕ МОЛОДОЙ/ПРОБЛЕМНОЙ КОЖИ,02.029.0184.0888,02.029.0184,7
УВЛАЖНЕНИЕ УНИВЕРСАЛЬНЫЕ СРЕДСТВА,02.029.0184.0889,02.029.0184,7
СРЕДСТВА ПО УХОДУ ЗА ПОЛОСТЬЮ РТА,02.029.0186,02.029,7
ОПОЛАСКИВАТЕЛИ ДЛЯ ПОЛОСТИ РТА,02.029.0186.0540,02.029.0186,7
ПАСТЫ ЗУБНЫЕ,02.029.0186.0566,02.029.0186,7
ЩЕТКИ ЗУБНЫЕ,02.029.0186.0952,02.029.0186,7
СРЕДСТВА ПО УХОДУ ЗА РУКАМИ И НОГАМИ,02.029.0188,02.029,7
СРЕДСТВА ПО УХОДУ ЗА НОГАМИ,02.029.0188.0808,02.029.0188,7
СРЕДСТВА ПО УХОДУ ЗА РУКАМИ,02.029.0188.0810,02.029.0188,7
СРЕДСТВА ПО УХОДУ ЗА ТЕЛОМ,02.029.0189,02.029,7
СОЛНЦЕЗАЩИТНЫЕ СРЕДСТВА,02.029.0189.0775,02.029.0189,7
СРЕДСТВА ДЛЯ ДЕПИЛЯЦИИ,02.029.0189.0788,02.029.0189,7
СРЕДСТВА ДЛЯ ТЕЛА,02.029.0189.0802,02.029.0189,7
СТАНКИ БРИТВЕННЫЕ И ЛЕЗВИЯ,02.029.0191,02.029,7
СТАНКИ И ЛЕЗВИЯ ЖЕНСКИЕ,02.029.0191.0814,02.029.0191,7
СТАНКИ И ЛЕЗВИЯ МУЖСКИЕ,02.029.0191.0815,02.029.0191,7
ПРЕДМЕТЫ ГИГИЕНЫ,02.032,02,7
ЖЕНСКАЯ ГИГИЕНА,02.032.0043,02.032,7
ПРОКЛАДКИ ГИГИЕНИЧЕСКИЕ,02.032.0043.0652,02.032.0043,7
ПРОКЛАДКИ ЕЖЕДНЕВНЫЕ,02.032.0043.0653,02.032.0043,7
ТАМПОНЫ,02.032.0043.0852,02.032.0043,7
"САЛФЕТКИ, ПОЛОТЕНЦА БУМАЖНЫЕ",02.032.0160,02.032,7
ПОЛОТЕНЦА БУМАЖНЫЕ,02.032.0160.0621,02.032.0160,7
САЛФЕТКИ БУМАЖНЫЕ,02.032.0160.0712,02.032.0160,7
САЛФЕТКИ БУМАЖНЫЕ ДЕКОРАТИВНЫЕ,02.032.0160.0713,02.032.0160,7
СКАТЕРТИ БУМАЖНЫЕ,02.032.0160.0743,02.032.0160,7
ТУАЛЕТНАЯ БУМАГА,02.032.0205,02.032,7
ДРУГАЯ ТУАЛЕТНАЯ БУМАГА,02.032.0205.0189,02.032.0205,7
ТУАЛЕТНАЯ БУМАГА ДВУХСЛОЙНАЯ,02.032.0205.0882,02.032.0205,7
ТУАЛЕТНАЯ БУМАГА ОДНОСЛОЙНАЯ,02.032.0205.0883,02.032.0205,7
ТУАЛЕТНАЯ БУМАГА ТРЕХСЛОЙНАЯ,02.032.0205.0884,02.032.0205,7
УНИВЕРСАЛЬНЫЕ ГИГИЕНИЧЕСКИЕ СРЕДСТВА,02.032.0207,02.032,7
ИЗДЕЛИЯ ИЗ ВАТЫ,02.032.0207.0256,02.032.0207,7
ПЛАТКИ БУМАЖНЫЕ,02.032.0207.0614,02.032.0207,7
ПОДГУЗНИКИ ДЛЯ ВЗРОСЛЫХ,02.032.0207.0616,02.032.0207,7
САЛФЕТКИ ГИГИЕНИЧЕСКИЕ ВЛАЖНЫЕ,02.032.0207.0714,02.032.0207,7
NF,04,,7
АВТОТОВАРЫ,04.001,04,7
АВТОАКСЕССУАРЫ,04.001.0001,04.001,7
АВТОАКСЕССУАРЫ ДРУГИЕ,04.001.0001.0004,04.001.0001,7
ДЕРЖАТЕЛИ,04.001.0001.0154,04.001.0001,7
ЗАРЯДНЫЕ УСТРОЙСТВА,04.001.0001.0234,04.001.0001,7
КОВРИКИ АВТОМОБИЛЬНЫЕ,04.001.0001.0311,04.001.0001,7
ОРГАНАЙЗЕРЫ,04.001.0001.0541,04.001.0001,7
РАЗВЕТВИТЕЛИ,04.001.0001.0669,04.001.0001,7
ШТОРКИ СОЛНЦЕЗАЩИТНЫЕ,04.001.0001.0949,04.001.0001,7
АВТОАРОМАТИЗАТОРЫ,04.001.0002,04.001,7
АРОМАТИЗАТОРЫ БУМАЖНЫЕ,04.001.0002.0020,04.001.0002,7
АРОМАТИЗАТОРЫ ДРУГИЕ,04.001.0002.0023,04.001.0002,7
АРОМАТИЗАТОРЫ НА ДЕФЛЕКТОР,04.001.0002.0024,04.001.0002,7
АРОМАТИЗАТОРЫ НА ПАНЕЛЬ,04.001.0002.0025,04.001.0002,7
АРОМАТИЗАТОРЫ ПОД СИДЕНИЕ,04.001.0002.0026,04.001.0002,7
АВТОПРИБОРЫ,04.001.0003,04.001,7
АВТОПРИБОРЫ ДРУГИЕ,04.001.0003.0006,04.001.0003,7
"ВИДЕОРЕГИСТРАТОРЫ, РАДАР-ДЕТЕКТОРЫ, НАВИГАТОРЫ",04.001.0003.0665,04.001.0003,7
ЗАРЯДНЫЕ УСТРОЙСТВА ДЛЯ АКБ,04.001.0003.0235,04.001.0003,7
КОМПРЕССОРА,04.001.0003.0330,04.001.0003,7
НАСОСЫ,04.001.0003.0525,04.001.0003,7
ПОДОГРЕВ СИДЕНИЙ,04.001.0003.0618,04.001.0003,7
ПЫЛЕСОСЫ ДЛЯ АВТО,04.001.0003.0664,04.001.0003,7
АВТОПРИНАДЛЕЖНОСТИ,04.001.0004,04.001,7
АВТОИНСТРУМЕНТЫ,04.001.0004.0005,04.001.0004,7
АВТОПРИНАДЛЕЖНОСТИ ДРУГИЕ,04.001.0004.0007,04.001.0004,7
"ГУБКИ, САЛФЕТКИ",04.001.0004.0146,04.001.0004,7
ДОМКРАТЫ,04.001.0004.0172,04.001.0004,7
ЛАМПОЧКИ АВТОМОБИЛЬНЫЕ,04.001.0004.0412,04.001.0004,7
НАБОРЫ ДЛЯ АВТОМОБИЛИСТОВ,04.001.0004.0510,04.001.0004,7
ПРОВОДА ПРИКУРИВАНИЯ,04.001.0004.0647,04.001.0004,7
ТРОС БУКСИРОВОЧНЫЙ,04.001.0004.0881,04.001.0004,7
УТЕПЛИТЕЛИ ДВИГАТЕЛЯ,04.001.0004.0896,04.001.0004,7
ЩЕТКИ СТЕКЛООЧИСТИТЕЛЯ,04.001.0004.0954,04.001.0004,7
"ЩЕТКИ, СКРЕБКИ",04.001.0004.0953,04.001.0004,7
АВТОХИМИЯ И АВТОКОСМЕТИКА,04.001.0005,04.001,7
СРЕДСТВА ПО УХОДУ ЗА АВТОМОБИЛЕМ ДРУГИЕ,04.001.0005.0804,04.001.0005,7
СРЕДСТВА ПО УХОДУ ЗА ИНТЕРЬЕРОМ АВТОМОБИЛЯ,04.001.0005.0806,04.001.0005,7
СРЕДСТВА ПО УХОДУ ЗА ЭКСТЕРЬЕРОМ АВТОМОБИЛЯ,04.001.0005.0811,04.001.0005,7
ШИНЫ И АКСЕССУАРЫ,04.001.0216,04.001,7
ШИНЫ ЗИМНИЕ,04.001.0216.0943,04.001.0216,7
ЭКСПЛУАТАЦИОННЫЕ ЖИДКОСТИ,04.001.0219,04.001,7
"АНТИФРИЗЫ, ТОСОЛЫ",04.001.0219.0018,04.001.0219,7
ДРУГИЕ ЭКСПЛУАТАЦИОННЫЕ ЖИДКОСТИ,04.001.0219.0203,04.001.0219,7
ЖИДКОСТЬ БАЧКА ОМЫВАТЕЛЯ,04.001.0219.0227,04.001.0219,7
МАСЛА МОТОРНЫЕ И ТРАНСМИССИОННЫЕ,04.001.0219.0443,04.001.0219,7
"ПРИСАДКИ, ПРОМЫВКИ, ГЕРМЕТИКИ",04.001.0219.0646,04.001.0219,7
"БЫТОВАЯ ТЕХНИКА, ЭЛЕКТРОНИКА, КОМПЬЮТЕРЫ",04.003,04,7
АУДИО И ВИДЕО ТОВАРЫ,04.003.0011,04.003,7
АУДИО И ВИДЕО ТОВАРЫ АКСЕССУАРЫ,04.003.0011.0029,04.003.0011,7
АУДИО-ВИДЕО ТОВАРЫ ДРУГИЕ,04.003.0011.0028,04.003.0011,7
АУДИОТЕХНИКА ДЛЯ ДОМА,04.003.0011.0030,04.003.0011,7
БЫТОВАЯ ТЕХНИКА ДЛЯ ДОМА,04.003.0014,04.003,7
ВЕНТИЛЯТОРЫ,04.003.0014.0060,04.003.0014,7
ДРУГАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ ДОМА,04.003.0014.0177,04.003.0014,7
ОБОГРЕВАТЕЛИ,04.003.0014.0530,04.003.0014,7
ОЧИСТИТЕЛИ И УВЛАЖНИТЕЛИ ВОЗДУХА,04.003.0014.0554,04.003.0014,7
ПЫЛЕСОСЫ,04.003.0014.0663,04.003.0014,7
УТЮГИ,04.003.0014.0897,04.003.0014,7
БЫТОВАЯ ТЕХНИКА ДЛЯ КРАСОТЫ И УХОДА,04.003.0015,04.003,7
ДРУГАЯ ТЕХНИКА ДЛЯ КРАСОТЫ И УХОДА,04.003.0015.0188,04.003.0015,7
МАНИКЮРНЫЕ НАБОРЫ,04.003.0015.0435,04.003.0015,7
МАШИНКИ ДЛЯ СТРИЖКИ,04.003.0015.0454,04.003.0015,7
НАПОЛЬНЫЕ ВЕСЫ,04.003.0015.0524,04.003.0015,7
"ФЕНЫ, МУЛЬТИСТАЙЛЕРЫ, ЩИПЦЫ",04.003.0015.0899,04.003.0015,7
ЭЛЕКТРОБРИТВЫ МУЖСКИЕ,04.003.0015.0957,04.003.0015,7
ЭПИЛЯТОРЫ И ЭЛЕКТРОБРИТВЫ ЖЕНСКИЕ,04.003.0015.0961,04.003.0015,7
БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,04.003.0016,04.003,7
АЭРОГРИЛИ,04.003.0016.0031,04.003.0016,7
БЛЕНДЕРЫ,04.003.0016.0046,04.003.0016,7
ДРУГАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,04.003.0016.0178,04.003.0016,7
ЙОГУРТНИЦЫ,04.003.0016.0275,04.003.0016,7
КОФЕМОЛКИ И КОФЕВАРКИ,04.003.0016.0371,04.003.0016,7
КУХОННЫЕ ВЕСЫ,04.003.0016.0409,04.003.0016,7
КУХОННЫЕ КОМБАЙНЫ,04.003.0016.0410,04.003.0016,7
МИКСЕРЫ,04.003.0016.0460,04.003.0016,7
МУЛЬТИВАРКИ,04.003.0016.0487,04.003.0016,7
МЯСОРУБКИ,04.003.0016.0507,04.003.0016,7
ПАРОВАРКИ,04.003.0016.0563,04.003.0016,7
СВЧ ПЕЧИ,04.003.0016.0732,04.003.0016,7
СОКОВЫЖИМАЛКИ,04.003.0016.0773,04.003.0016,7
ТЕРМОПОТЫ,04.003.0016.0860,04.003.0016,7
ТОСТЕРЫ,04.003.0016.0880,04.003.0016,7
ФРИТЮРНИЦЫ,04.003.0016.0900,04.003.0016,7
ХЛЕБОПЕЧКИ,04.003.0016.0909,04.003.0016,7
ЧАЙНИКИ,04.003.0016.0931,04.003.0016,7
КОМПЬЮТЕРНАЯ ТЕХНИКА,04.003.0068,04.003,7
АККУМУЛЯТОРЫ,04.003.0068.0008,04.003.0068,7
АКСЕССУАРЫ И РАСХОДНИКИ,04.003.0068.0012,04.003.0068,7
ДРУГИЕ ЭЛЕМЕНТЫ ПИТАНИЯ,04.003.0068.0204,04.003.0068,7
КОМПЛЕКТУЮЩИЕ,04.003.0068.0329,04.003.0068,7
ПЕРЕФИРИЙНЫЕ УСТРОЙСТВА,04.003.0068.0576,04.003.0068,7
УСТРОЙСТВА ДЛЯ ЗАРЯДКИ АККУМУЛЯТОРОВ,04.003.0068.0893,04.003.0068,7
УСТРОЙСТВА ДЛЯ ХРАНЕНИЯ ИНФОРМАЦИИ,04.003.0068.0894,04.003.0068,7
"МУЗЫКА, ФИЛЬМЫ, ИГРЫ",04.003.0103,04.003,7
CD ДИСКИ,04.003.0103.0001,04.003.0103,7
DVD ДИСКИ,04.003.0103.0002,04.003.0103,7
ГАЛАНТЕРЕЯ,04.005,04,7
АКССЕСУАРЫ,04.005.0007,04.005,7
ЗОНТЫ,04.005.0007.0241,04.005.0007,7
ОЧКИ,04.005.0007.0558,04.005.0007,7
ПЕРЧАТКИ/ВАРЕЖКИ,04.005.0007.0579,04.005.0007,7
РЕМНИ,04.005.0007.0677,04.005.0007,7
"ШАРФЫ, ПАЛАНТИНЫ, ПЛАТКИ",04.005.0007.0942,04.005.0007,7
ГАЛАНТЕРЕЯ 1,04.005.0029,04.005,7
